d,v
2007-03-07,35260
2007-03-08,35361
2007-03-09,35463
2007-03-12,35544
2007-03-13,35604
2007-03-14,35699
2007-03-15,35840
2007-03-16,36009
2007-03-19,36041
2007-03-20,36127
2007-03-21,36190
2007-03-22,36272
2007-03-23,36382
2007-03-26,36486
2007-03-27,36570
2007-03-28,36644
2007-03-29,36739
2007-03-30,36849
2007-04-03,36894
2007-04-04,37002
2007-04-09,37104
2007-04-10,37204
2007-04-11,37292
2007-04-12,37429
2007-04-13,37509
2007-04-16,37601
2007-04-17,37744
2007-04-18,37862
2007-04-19,37921
2007-04-20,38000
2007-04-23,38110
2007-04-24,38234
2007-04-25,38333
2007-04-26,38383
2007-04-27,38483
2007-04-30,38606
2007-05-02,38733
2007-05-03,38760
2007-05-04,38844
2007-05-07,38989
2007-05-08,39115
2007-05-09,39224
2007-05-10,39290
2007-05-11,39369
2007-05-14,39478
2007-05-15,39612
2007-05-16,39700
2007-05-17,39825
2007-05-18,39896
2007-05-21,39967
2007-05-22,40069
2007-05-23,40181
2007-05-24,40263
2007-05-28,40279
2007-05-29,40372
2007-05-30,40448
2007-05-31,40581
2007-06-01,40694
2007-06-04,40805
2007-06-05,41005
2007-06-06,41086
2007-06-07,41146
2007-06-08,41206
2007-06-11,41356
2007-06-12,41609
2007-06-13,41724
2007-06-14,41889
2007-06-15,42079
2007-06-19,42230
2007-06-20,42471
2007-06-21,42605
2007-06-22,42731
2007-06-25,42809
2007-06-26,42873
2007-06-27,42958
2007-06-28,43040
2007-06-29,43157
2007-07-02,43313
2007-07-03,43390
2007-07-04,43390
2007-07-05,43437
2007-07-06,43513
2007-07-10,43597
2007-07-11,43696
2007-07-12,43800
2007-07-13,43891
2007-07-16,43936
2007-07-17,44004
2007-07-18,44058
2007-07-19,44104
2007-07-20,44181
2007-07-23,44234
2007-07-24,44234
2007-07-25,44190
2007-07-26,44186
2007-07-27,44186
2007-07-30,44189
2007-07-31,44202
2007-08-01,44153
2007-08-02,44159
2007-08-03,44002
2007-08-06,43871
2007-08-07,43901
2007-08-08,43901
2007-08-09,43885
2007-08-10,43918
2007-08-13,43904
2007-08-14,43907
2007-08-15,43759
2007-08-16,43675
2007-08-17,43722
2007-08-21,43687
2007-08-22,43714
2007-08-23,43692
2007-08-24,43539
2007-08-27,43402
2007-08-28,43265
2007-08-29,43232
2007-08-30,43123
2007-08-31,43160
2007-09-03,43170
2007-09-04,43100
2007-09-05,43022
2007-09-06,43008
2007-09-07,42997
2007-09-10,42981
2007-09-11,43020
2007-09-12,43061
2007-09-13,43060
2007-09-14,43020
2007-09-17,42789
2007-09-18,42835
2007-09-19,42826
2007-09-20,42868
2007-09-21,42769
2007-09-24,42696
2007-09-25,42739
2007-09-26,42669
2007-09-27,42749
2007-09-28,42891
2007-10-01,42774
2007-10-02,42691
2007-10-03,42618
2007-10-04,42501
2007-10-05,42700
2007-10-08,42682
2007-10-09,42609
2007-10-10,42621
2007-10-11,42620
2007-10-12,42518
2007-10-16,42550
2007-10-17,42532
2007-10-18,42611
2007-10-19,42624
2007-10-22,42588
2007-10-23,42976
2007-10-24,42932
2007-10-25,42972
2007-10-26,43032
2007-10-29,42984
2007-10-30,43025
2007-10-31,43000
2007-11-01,42987
2007-11-02,43129
2007-11-05,43131
2007-11-07,43268
2007-11-08,43304
2007-11-09,43401
2007-11-12,43416
2007-11-13,43436
2007-11-14,43515
2007-11-15,43481
2007-11-16,43615
2007-11-19,44020
2007-11-20,44180
2007-11-21,44388
2007-11-22,44407
2007-11-23,44440
2007-11-26,44535
2007-11-27,44585
2007-11-28,44618
2007-11-29,44752
2007-11-30,44860
2007-12-03,44985
2007-12-04,45121
2007-12-05,45192
2007-12-06,45321
2007-12-07,45511
2007-12-10,45566
2007-12-11,45646
2007-12-12,45721
2007-12-13,45744
2007-12-14,45722
2007-12-17,45727
2007-12-18,45834
2007-12-19,45862
2007-12-20,45905
2007-12-21,46025
2007-12-26,46068
2007-12-27,46095
2007-12-28,46176
2008-01-02,46292
2008-01-03,46357
2008-01-04,46362
2008-01-07,46520
2008-01-08,46594
2008-01-09,46564
2008-01-10,46686
2008-01-11,46748
2008-01-14,46934
2008-01-15,46929
2008-01-16,46987
2008-01-17,47042
2008-01-18,47009
2008-01-21,47029
2008-01-22,47076
2008-01-23,47158
2008-01-24,47313
2008-01-25,47341
2008-01-28,47483
2008-01-29,47491
2008-01-30,47540
2008-01-31,47660
2008-02-01,47755
2008-02-04,47918
2008-02-05,47903
2008-02-06,48004
2008-02-07,48037
2008-02-08,48090
2008-02-11,48159
2008-02-12,48217
2008-02-13,48261
2008-02-14,48342
2008-02-15,48403
2008-02-18,48407
2008-02-19,48524
2008-02-20,48544
2008-02-21,48688
2008-02-22,48857
2008-02-25,48935
2008-02-26,49034
2008-02-27,49104
2008-02-28,49161
2008-02-29,49261
2008-03-03,49338
2008-03-04,49369
2008-03-05,49479
2008-03-06,49506
2008-03-07,49599
2008-03-10,49714
2008-03-11,49814
2008-03-12,50037
2008-03-13,50038
2008-03-14,50067
2008-03-17,50238
2008-03-18,50412
2008-03-19,50391
2008-03-25,50475
2008-03-26,50502
2008-03-27,50517
2008-03-28,50481
2008-03-31,50464
2008-04-01,50426
2008-04-03,50456
2008-04-04,50396
2008-04-07,50475
2008-04-08,50388
2008-04-09,50395
2008-04-10,50358
2008-04-11,50391
2008-04-14,50476
2008-04-15,50386
2008-04-16,50415
2008-04-17,50399
2008-04-18,50260
2008-04-21,50262
2008-04-22,50263
2008-04-23,50280
2008-04-24,50275
2008-04-25,50169
2008-04-28,50169
2008-04-29,50152
2008-04-30,50247
2008-05-02,50201
2008-05-05,50213
2008-05-06,50202
2008-05-07,50199
2008-05-08,50223
2008-05-09,50175
2008-05-12,50051
2008-05-13,49705
2008-05-14,49400
2008-05-15,49181
2008-05-16,49096
2008-05-19,48958
2008-05-20,48840
2008-05-21,48844
2008-05-22,49021
2008-05-23,49005
2008-05-26,49038
2008-05-27,48822
2008-05-28,48737
2008-05-29,48626
2008-05-30,48588
2008-06-02,48514
2008-06-03,48485
2008-06-04,48411
2008-06-05,48369
2008-06-06,48317
2008-06-09,48178
2008-06-10,48068
2008-06-11,48003
2008-06-12,47929
2008-06-13,47709
2008-06-17,47696
2008-06-18,47632
2008-06-19,47644
2008-06-20,47701
2008-06-23,47668
2008-06-24,47680
2008-06-25,47754
2008-06-26,47731
2008-06-27,47598
2008-06-30,47516
2008-07-01,47524
2008-07-02,47549
2008-07-03,47518
2008-07-04,47497
2008-07-07,47544
2008-07-08,47531
2008-07-10,47572
2008-07-11,47603
2008-07-14,47633
2008-07-15,47637
2008-07-16,47683
2008-07-17,47676
2008-07-18,47650
2008-07-21,47649
2008-07-22,47627
2008-07-23,47616
2008-07-24,47676
2008-07-25,47650
2008-07-28,47644
2008-07-29,47670
2008-07-30,47588
2008-07-31,47545
2008-08-01,47692
2008-08-04,47651
2008-08-05,47615
2008-08-06,47595
2008-08-07,47535
2008-08-08,47461
2008-08-11,47415
2008-08-12,47423
2008-08-13,47452
2008-08-14,47364
2008-08-15,46978
2008-08-19,47079
2008-08-20,47165
2008-08-21,47252
2008-08-22,47204
2008-08-25,47180
2008-08-26,47114
2008-08-27,47097
2008-08-28,47122
2008-08-29,47090
2008-09-01,47081
2008-09-02,47088
2008-09-03,47035
2008-09-04,46974
2008-09-05,47068
2008-09-08,47001
2008-09-09,47096
2008-09-10,47062
2008-09-11,46963
2008-09-12,46964
2008-09-15,47053
2008-09-16,47001
2008-09-17,47085
2008-09-18,47070
2008-09-19,47106
2008-09-22,47099
2008-09-23,47157
2008-09-24,47040
2008-09-25,47199
2008-09-26,47171
2008-09-29,47115
2008-09-30,47121
2008-10-01,47152
2008-10-02,47126
2008-10-03,47064
2008-10-06,47019
2008-10-07,46994
2008-10-08,47035
2008-10-09,46973
2008-10-10,46528
2008-10-14,46765
2008-10-15,46980
2008-10-16,46922
2008-10-17,46859
2008-10-20,46787
2008-10-21,46773
2008-10-22,46708
2008-10-23,46708
2008-10-24,46383
2008-10-27,46136
2008-10-28,45815
2008-10-29,45554
2008-10-30,45436
2008-10-31,44941
2008-11-03,44973
2008-11-04,45031
2008-11-05,45183
2008-11-07,45189
2008-11-10,45443
2008-11-11,45483
2008-11-12,45526
2008-11-13,45587
2008-11-14,45807
2008-11-17,46000
2008-11-18,45991
2008-11-19,45922
2008-11-20,45970
2008-11-21,46059
2008-11-24,46102
2008-11-25,46115
2008-11-26,46059
2008-11-27,46075
2008-11-28,46072
2008-12-01,46066
2008-12-02,46109
2008-12-03,46084
2008-12-04,46090
2008-12-05,46054
2008-12-09,46270
2008-12-10,46239
2008-12-11,46131
2008-12-12,45876
2008-12-15,45906
2008-12-16,45997
2008-12-17,46235
2008-12-18,46242
2008-12-19,46297
2008-12-22,46363
2008-12-23,46389
2008-12-24,46374
2008-12-26,46407
2008-12-29,46577
2008-12-30,46362
2008-12-31,46386
2009-01-02,46408
2009-01-05,46273
2009-01-06,46331
2009-01-07,46456
2009-01-08,46567
2009-01-09,46669
2009-01-12,46660
2009-01-13,46755
2009-01-14,46803
2009-01-15,46824
2009-01-16,46967
2009-01-19,46964
2009-01-20,46993
2009-01-21,46951
2009-01-22,47006
2009-01-23,47026
2009-01-26,47048
2009-01-27,47058
2009-01-28,47062
2009-01-29,47105
2009-01-30,47009
2009-02-02,47044
2009-02-03,47034
2009-02-04,47029
2009-02-05,47035
2009-02-06,47027
2009-02-09,47041
2009-02-10,47051
2009-02-11,47067
2009-02-12,47122
2009-02-13,47169
2009-02-16,47157
2009-02-17,47036
2009-02-18,47025
2009-02-19,47034
2009-02-20,47047
2009-02-23,47065
2009-02-24,47053
2009-02-25,47049
2009-02-26,46995
2009-02-27,47025
2009-03-02,47040
2009-03-03,47024
2009-03-04,47009
2009-03-05,46983
2009-03-06,46964
2009-03-09,46796
2009-03-10,46988
2009-03-11,46960
2009-03-12,46943
2009-03-13,46972
2009-03-16,47004
2009-03-17,46972
2009-03-18,47002
2009-03-19,47055
2009-03-20,47025
2009-03-23,46943
2009-03-25,46952
2009-03-26,46926
2009-03-27,46822
2009-03-30,46514
2009-03-31,46509
2009-04-01,46390
2009-04-03,46224
2009-04-06,46106
2009-04-07,46062
2009-04-08,46071
2009-04-13,46270
2009-04-14,46334
2009-04-15,46217
2009-04-16,46352
2009-04-17,46247
2009-04-20,46274
2009-04-21,46269
2009-04-22,46346
2009-04-23,46410
2009-04-24,46405
2009-04-27,46425
2009-04-28,46459
2009-04-29,46392
2009-04-30,46368
2009-05-04,46472
2009-05-05,46445
2009-05-06,46446
2009-05-07,46492
2009-05-08,46503
2009-05-11,46462
2009-05-12,46483
2009-05-13,46555
2009-05-14,46612
2009-05-15,46516
2009-05-18,46533
2009-05-19,46661
2009-05-20,46720
2009-05-21,46742
2009-05-22,46730
2009-05-26,46725
2009-05-27,46656
2009-05-28,46524
2009-05-29,46545
2009-06-01,46502
2009-06-02,46484
2009-06-03,46485
2009-06-04,46487
2009-06-05,46351
2009-06-08,46339
2009-06-09,46406
2009-06-10,46411
2009-06-11,46600
2009-06-12,46485
2009-06-16,46469
2009-06-17,46398
2009-06-18,46492
2009-06-19,46489
2009-06-22,46435
2009-06-23,46436
2009-06-24,46365
2009-06-25,46292
2009-06-26,46167
2009-06-29,45966
2009-06-30,46026
2009-07-01,46035
2009-07-02,45833
2009-07-03,45934
2009-07-06,45966
2009-07-07,45942
2009-07-08,45772
2009-07-13,45978
2009-07-14,45979
2009-07-15,45983
2009-07-16,46019
2009-07-17,46068
2009-07-20,46137
2009-07-21,46123
2009-07-22,46092
2009-07-23,46144
2009-07-24,46109
2009-07-27,46126
2009-07-28,46071
2009-07-29,46066
2009-07-30,46023
2009-07-31,46047
2009-08-03,44685
2009-08-04,44547
2009-08-05,44592
2009-08-06,44492
2009-08-07,44496
2009-08-10,44562
2009-08-11,44597
2009-08-12,44653
2009-08-13,44809
2009-08-14,44795
2009-08-18,44738
2009-08-19,44794
2009-08-20,44794
2009-08-21,44905
2009-08-24,44931
2009-08-25,44909
2009-08-26,44884
2009-08-27,44907
2009-08-28,44994
2009-08-31,45021
2009-09-01,45047
2009-09-02,45061
2009-09-03,45075
2009-09-04,45130
2009-09-07,45130
2009-09-08,45091
2009-09-09,45193
2009-09-10,45187
2009-09-11,45134
2009-09-14,45112
2009-09-15,45132
2009-09-16,45189
2009-09-17,45151
2009-09-18,45175
2009-09-21,45207
2009-09-22,45312
2009-09-23,45290
2009-09-24,45384
2009-09-25,45322
2009-09-28,45282
2009-09-29,45309
2009-09-30,45348
2009-10-01,45351
2009-10-02,45396
2009-10-05,45307
2009-10-06,45421
2009-10-07,45463
2009-10-08,45532
2009-10-09,45455
2009-10-13,45575
2009-10-14,45591
2009-10-15,45583
2009-10-16,45618
2009-10-19,45688
2009-10-20,45858
2009-10-21,45947
2009-10-22,46050
2009-10-23,46048
2009-10-26,46104
2009-10-27,46181
2009-10-28,46208
2009-10-29,46305
2009-10-30,46277
2009-11-02,46346
2009-11-03,46406
2009-11-04,46480
2009-11-05,46596
2009-11-09,46781
2009-11-10,46860
2009-11-11,46878
2009-11-12,46610
2009-11-13,46692
2009-11-16,46661
2009-11-17,46761
2009-11-18,46739
2009-11-19,46782
2009-11-20,47011
2009-11-23,47176
2009-11-24,47141
2009-11-25,47177
2009-11-26,47232
2009-11-27,47081
2009-11-30,47072
2009-12-01,47132
2009-12-02,47341
2009-12-03,47307
2009-12-04,47218
2009-12-07,47292
2009-12-09,47354
2009-12-10,47446
2009-12-11,47555
2009-12-14,47582
2009-12-15,47717
2009-12-16,47982
2009-12-17,47888
2009-12-18,47946
2009-12-21,47922
2009-12-22,48102
2009-12-23,48156
2009-12-24,48123
2009-12-28,48184
2009-12-29,48088
2009-12-30,47815
2009-12-31,47967
2010-01-04,48068
2010-01-05,47974
2010-01-06,48092
2010-01-07,48100
2010-01-08,48085
2010-01-11,48192
2010-01-12,48146
2010-01-13,48140
2010-01-14,48303
2010-01-15,48015
2010-01-18,48108
2010-01-19,48141
2010-01-20,48067
2010-01-21,48114
2010-01-22,48277
2010-01-25,48317
2010-01-26,48201
2010-01-27,48161
2010-01-28,48064
2010-01-29,48129
2010-02-01,48059
2010-02-02,48031
2010-02-03,48154
2010-02-04,47987
2010-02-05,48051
2010-02-08,47892
2010-02-09,48034
2010-02-10,48062
2010-02-11,48034
2010-02-12,48037
2010-02-15,48048
2010-02-16,48016
2010-02-17,48019
2010-02-18,47939
2010-02-19,47951
2010-02-22,47905
2010-02-23,47801
2010-02-24,47773
2010-02-25,47698
2010-02-26,47758
2010-03-01,47716
2010-03-02,47714
2010-03-03,47699
2010-03-04,47727
2010-03-05,47709
2010-03-08,47659
2010-03-09,47670
2010-03-10,47632
2010-03-11,47727
2010-03-12,47834
2010-03-15,47753
2010-03-16,47835
2010-03-17,47837
2010-03-18,47823
2010-03-19,47661
2010-03-22,47612
2010-03-23,47602
2010-03-25,47589
2010-03-26,47622
2010-03-29,47589
2010-03-30,47415
2010-03-31,47460
2010-04-05,47472
2010-04-06,47975
2010-04-07,47366
2010-04-08,47300
2010-04-09,47265
2010-04-12,47359
2010-04-13,47474
2010-04-14,47476
2010-04-15,47383
2010-04-16,47314
2010-04-19,47457
2010-04-20,47571
2010-04-21,47643
2010-04-22,47685
2010-04-23,47692
2010-04-26,47825
2010-04-27,47893
2010-04-28,47924
2010-04-29,48032
2010-04-30,48067
2010-05-03,48058
2010-05-04,48033
2010-05-05,47925
2010-05-06,47906
2010-05-07,48131
2010-05-10,48170
2010-05-11,48176
2010-05-12,48314
2010-05-13,48390
2010-05-14,48420
2010-05-17,48402
2010-05-18,48451
2010-05-19,48433
2010-05-20,48601
2010-05-21,48841
2010-05-26,48867
2010-05-27,48932
2010-05-28,48981
2010-05-31,49000
2010-06-01,48873
2010-06-02,48812
2010-06-03,48785
2010-06-04,48896
2010-06-07,48788
2010-06-08,48799
2010-06-09,48922
2010-06-10,48966
2010-06-11,49006
2010-06-14,48958
2010-06-15,49069
2010-06-16,49279
2010-06-17,49518
2010-06-18,49563
2010-06-22,49661
2010-06-23,49600
2010-06-24,49684
2010-06-25,49698
2010-06-28,49614
2010-06-29,49249
2010-06-30,49240
2010-07-01,49325
2010-07-02,49462
2010-07-05,49448
2010-07-06,49627
2010-07-07,49850
2010-07-08,50131
2010-07-12,50177
2010-07-13,50315
2010-07-14,50500
2010-07-15,50643
2010-07-16,50743
2010-07-19,50765
2010-07-20,50861
2010-07-21,50902
2010-07-22,50988
2010-07-23,50995
2010-07-26,51016
2010-07-27,51079
2010-07-28,51081
2010-07-29,51081
2010-07-30,51073
2010-08-02,51084
2010-08-03,49897
2010-08-04,49991
2010-08-05,50045
2010-08-06,49990
2010-08-09,50026
2010-08-10,50004
2010-08-11,49940
2010-08-12,50071
2010-08-13,50109
2010-08-17,50176
2010-08-18,50198
2010-08-19,50183
2010-08-20,50173
2010-08-23,50240
2010-08-24,50266
2010-08-25,50315
2010-08-26,50339
2010-08-27,50353
2010-08-30,50319
2010-08-31,50348
2010-09-01,50469
2010-09-02,50455
2010-09-03,50539
2010-09-06,50546
2010-09-07,50575
2010-09-08,50646
2010-09-09,50741
2010-09-10,50795
2010-09-13,50841
2010-09-14,50988
2010-09-15,51001
2010-09-16,51101
2010-09-17,51088
2010-09-20,51126
2010-09-21,51157
2010-09-22,51215
2010-09-23,51270
2010-09-24,51171
2010-09-27,51218
2010-09-28,51240
2010-09-29,51110
2010-09-30,51125
2010-10-01,51236
2010-10-04,51512
2010-10-05,51443
2010-10-06,51480
2010-10-07,51508
2010-10-08,51528
2010-10-12,51456
2010-10-13,51558
2010-10-14,51655
2010-10-15,51541
2010-10-18,51499
2010-10-19,51555
2010-10-20,51609
2010-10-21,51768
2010-10-22,51708
2010-10-25,51806
2010-10-26,51863
2010-10-28,51920
2010-10-29,51918
2010-11-01,52018
2010-11-02,52119
2010-11-03,52211
2010-11-04,52291
2010-11-05,52284
2010-11-08,52261
2010-11-09,52293
2010-11-10,52295
2010-11-11,52274
2010-11-12,52265
2010-11-15,52251
2010-11-16,52216
2010-11-17,52239
2010-11-18,52326
2010-11-19,52373
2010-11-23,52268
2010-11-24,52266
2010-11-25,52262
2010-11-26,52157
2010-11-29,51985
2010-11-30,51896
2010-12-01,51820
2010-12-02,51816
2010-12-03,51958
2010-12-06,51962
2010-12-07,51982
2010-12-09,51944
2010-12-10,51958
2010-12-13,52069
2010-12-14,52111
2010-12-15,52057
2010-12-16,52143
2010-12-17,52152
2010-12-20,52223
2010-12-21,52267
2010-12-22,52381
2010-12-23,52346
2010-12-27,52358
2010-12-28,52481
2010-12-29,52585
2010-12-30,52145
2011-01-03,52179
2011-01-04,52185
2011-01-05,52215
2011-01-06,52197
2011-01-07,52119
2011-01-10,52141
2011-01-11,52201
2011-01-12,52206
2011-01-13,52307
2011-01-14,52331
2011-01-17,52329
2011-01-18,52407
2011-01-19,52468
2011-01-20,52503
2011-01-21,52510
2011-01-24,52528
2011-01-25,52569
2011-01-26,52654
2011-01-27,52624
2011-01-28,52574
2011-01-31,52618
2011-02-01,52647
2011-02-02,52606
2011-02-03,52535
2011-02-04,52509
2011-02-07,52448
2011-02-08,52470
2011-02-09,52496
2011-02-10,52479
2011-02-11,52387
2011-02-14,52373
2011-02-15,52357
2011-02-16,52419
2011-02-17,52444
2011-02-18,52432
2011-02-21,52431
2011-02-22,52338
2011-02-23,52332
2011-02-24,52362
2011-02-25,52306
2011-02-28,52318
2011-03-01,52313
2011-03-02,52352
2011-03-03,52390
2011-03-04,52364
2011-03-09,52365
2011-03-10,52330
2011-03-11,52379
2011-03-14,52439
2011-03-15,52340
2011-03-16,52342
2011-03-17,52374
2011-03-18,52439
2011-03-21,52410
2011-03-22,52502
2011-03-23,52550
2011-03-28,51667
2011-03-29,51420
2011-03-30,51334
2011-03-31,51298
2011-04-01,51302
2011-04-04,51210
2011-04-05,51330
2011-04-06,51405
2011-04-07,51481
2011-04-08,51541
2011-04-11,51605
2011-04-12,51633
2011-04-13,51658
2011-04-14,51710
2011-04-15,51638
2011-04-18,51564
2011-04-19,51642
2011-04-20,51739
2011-04-25,51837
2011-04-26,52094
2011-04-27,51882
2011-04-28,51908
2011-04-29,52011
2011-05-02,51990
2011-05-03,52011
2011-05-04,51993
2011-05-05,51900
2011-05-06,51897
2011-05-09,51894
2011-05-10,51975
2011-05-11,51929
2011-05-12,52000
2011-05-13,52031
2011-05-16,52002
2011-05-17,51959
2011-05-18,51950
2011-05-19,51919
2011-05-20,51909
2011-05-23,51893
2011-05-24,51965
2011-05-26,52066
2011-05-27,52150
2011-05-30,52148
2011-05-31,52060
2011-06-01,52001
2011-06-02,52028
2011-06-03,52046
2011-06-06,52043
2011-06-07,52066
2011-06-08,52039
2011-06-09,52070
2011-06-10,52131
2011-06-13,52176
2011-06-14,52206
2011-06-15,52147
2011-06-16,52160
2011-06-17,52208
2011-06-21,52236
2011-06-22,52259
2011-06-23,52153
2011-06-24,52089
2011-06-27,52036
2011-06-28,52090
2011-06-29,51794
2011-06-30,51695
2011-07-01,51749
2011-07-04,51779
2011-07-05,51525
2011-07-06,51566
2011-07-07,51601
2011-07-08,51588
2011-07-11,51611
2011-07-12,51713
2011-07-13,51879
2011-07-14,52023
2011-07-15,52031
2011-07-18,52003
2011-07-19,51969
2011-07-20,51987
2011-07-21,51982
2011-07-22,51988
2011-07-25,51934
2011-07-26,52016
2011-07-27,52025
2011-07-28,51968
2011-07-29,51923
2011-08-01,51853
2011-08-02,51863
2011-08-03,52001
2011-08-04,51722
2011-08-05,50318
2011-08-08,50277
2011-08-09,50226
2011-08-10,50333
2011-08-11,50293
2011-08-12,50330
2011-08-15,50210
2011-08-16,50150
2011-08-17,50119
2011-08-18,50072
2011-08-19,50102
2011-08-23,50109
2011-08-24,50061
2011-08-25,50041
2011-08-26,50090
2011-08-29,50043
2011-08-30,50036
2011-08-31,49990
2011-09-01,49913
2011-09-02,49956
2011-09-05,49954
2011-09-06,49773
2011-09-07,49676
2011-09-08,49691
2011-09-09,49688
2011-09-12,49586
2011-09-13,49589
2011-09-14,49556
2011-09-15,49452
2011-09-16,49424
2011-09-19,49231
2011-09-20,49270
2011-09-21,49264
2011-09-22,49142
2011-09-23,49060
2011-09-26,48983
2011-09-27,48995
2011-09-28,48860
2011-09-29,48721
2011-09-30,48590
2011-10-03,48409
2011-10-04,48279
2011-10-05,48249
2011-10-06,48310
2011-10-07,48235
2011-10-11,48132
2011-10-12,48209
2011-10-13,48205
2011-10-14,48241
2011-10-17,48032
2011-10-18,48095
2011-10-19,47985
2011-10-20,47828
2011-10-21,47806
2011-10-24,47806
2011-10-25,47768
2011-10-26,47701
2011-10-27,47627
2011-10-28,47587
2011-10-31,47523
2011-11-01,47429
2011-11-02,47450
2011-11-03,47408
2011-11-04,47274
2011-11-07,47089
2011-11-08,46964
2011-11-09,46824
2011-11-10,46661
2011-11-11,46581
2011-11-14,46317
2011-11-15,46127
2011-11-16,46077
2011-11-17,46005
2011-11-18,46022
2011-11-21,45966
2011-11-22,46059
2011-11-23,46033
2011-11-24,46052
2011-11-25,45947
2011-11-29,46000
2011-11-30,46062
2011-12-01,46105
2011-12-02,46138
2011-12-05,46087
2011-12-06,46164
2011-12-07,46371
2011-12-12,46443
2011-12-13,46574
2011-12-14,44703
2011-12-15,44809
2011-12-16,45060
2011-12-19,45221
2011-12-20,45412
2011-12-21,45676
2011-12-22,46096
2011-12-23,46274
2011-12-27,46323
2011-12-28,46229
2011-12-29,46319
2011-12-30,46376
2012-01-03,46231
2012-01-04,46446
2012-01-05,46440
2012-01-06,46426
2012-01-09,46222
2012-01-10,46375
2012-01-11,46419
2012-01-12,46517
2012-01-13,46636
2012-01-16,46636
2012-01-17,46682
2012-01-18,46646
2012-01-19,46672
2012-01-20,46678
2012-01-23,46729
2012-01-24,46699
2012-01-25,46680
2012-01-26,46700
2012-01-27,46669
2012-01-30,46609
2012-01-31,46594
2012-02-01,46673
2012-02-02,46685
2012-02-03,46700
2012-02-06,46692
2012-02-07,46722
2012-02-08,46747
2012-02-09,46749
2012-02-10,46818
2012-02-13,46873
2012-02-14,46884
2012-02-15,46829
2012-02-16,46826
2012-02-17,46869
2012-02-22,46885
2012-02-23,46906
2012-02-24,46897
2012-02-28,46899
2012-02-29,46668
2012-03-01,46700
2012-03-02,46781
2012-03-05,46838
2012-03-06,46828
2012-03-07,46894
2012-03-08,47056
2012-03-09,47112
2012-03-12,47178
2012-03-13,47223
2012-03-14,47165
2012-03-15,47149
2012-03-16,47243
2012-03-19,47249
2012-03-20,47286
2012-03-21,47304
2012-03-22,47315
2012-03-23,47371
2012-03-26,47415
2012-03-27,47470
2012-03-28,47512
2012-03-29,47531
2012-03-30,47291
2012-04-03,47241
2012-04-04,47164
2012-04-09,47177
2012-04-10,47279
2012-04-11,47381
2012-04-12,47508
2012-04-13,47598
2012-04-16,47442
2012-04-17,47470
2012-04-18,47437
2012-04-19,47443
2012-04-20,47472
2012-04-23,47518
2012-04-24,47627
2012-04-25,47644
2012-04-26,47715
2012-04-27,47844
2012-05-02,47553
2012-05-03,47492
2012-05-04,47593
2012-05-07,47587
2012-05-08,47458
2012-05-09,47425
2012-05-10,47532
2012-05-11,47643
2012-05-14,47515
2012-05-15,47589
2012-05-16,47648
2012-05-17,47645
2012-05-18,47589
2012-05-21,47484
2012-05-22,47302
2012-05-23,47171
2012-05-24,47154
2012-05-28,47157
2012-05-29,47086
2012-05-30,46952
2012-05-31,46978
2012-06-01,47111
2012-06-04,47037
2012-06-05,46886
2012-06-06,46838
2012-06-07,46733
2012-06-08,46737
2012-06-11,46717
2012-06-12,46687
2012-06-13,46637
2012-06-14,46498
2012-06-15,46504
2012-06-18,46511
2012-06-19,46451
2012-06-21,46308
2012-06-22,46296
2012-06-25,46394
2012-06-26,46393
2012-06-27,46453
2012-06-28,46475
2012-06-29,46348
2012-07-02,46215
2012-07-03,46314
2012-07-04,46293
2012-07-05,46435
2012-07-06,46436
2012-07-10,46520
2012-07-11,46608
2012-07-12,46665
2012-07-13,46747
2012-07-16,46812
2012-07-17,46816
2012-07-18,46811
2012-07-19,46752
2012-07-20,46792
2012-07-23,46779
2012-07-24,46732
2012-07-25,46735
2012-07-26,46809
2012-07-27,46839
2012-07-30,46723
2012-07-31,46818
2012-08-01,46807
2012-08-02,46727
2012-08-03,45009
2012-08-06,45032
2012-08-07,45037
2012-08-08,45054
2012-08-09,45080
2012-08-10,45131
2012-08-13,45133
2012-08-14,45072
2012-08-15,45059
2012-08-16,45099
2012-08-17,45100
2012-08-21,45136
2012-08-22,45118
2012-08-23,45140
2012-08-24,45215
2012-08-27,45212
2012-08-28,45202
2012-08-29,45077
2012-08-30,45054
2012-08-31,45152
2012-09-03,45168
2012-09-04,45152
2012-09-05,45162
2012-09-06,45205
2012-09-07,45264
2012-09-10,45263
2012-09-11,45271
2012-09-12,45274
2012-09-13,45306
2012-09-14,45362
2012-09-17,45253
2012-09-18,45261
2012-09-19,45250
2012-09-20,45239
2012-09-21,45311
2012-09-25,45244
2012-09-26,45161
2012-09-27,45176
2012-09-28,45010
2012-10-01,45089
2012-10-02,45107
2012-10-03,44975
2012-10-04,45020
2012-10-05,45130
2012-10-09,45125
2012-10-10,45142
2012-10-11,45162
2012-10-12,45109
2012-10-15,44979
2012-10-16,44974
2012-10-17,44924
2012-10-18,44922
2012-10-19,44935
2012-10-22,44893
2012-10-23,44854
2012-10-24,44792
2012-10-25,45313
2012-10-26,45253
2012-10-29,45269
2012-10-30,45128
2012-10-31,45274
2012-11-01,45270
2012-11-02,45219
2012-11-05,45273
2012-11-07,45388
2012-11-08,45402
2012-11-09,45444
2012-11-12,45429
2012-11-13,45417
